,NAME,Source,Price,Delivery Time,Stock_Avaibility,Offers,No._of_Reviews,Rating,Product_URL
10,"ASUS VivoBook K15 OLED Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) KM513UA-L711WS Thin and Light Laptop  (15.6 Inch, Hearty Gold, 1.80 Kg, With MS Office)","Flipkart Internet Private Limited,","₹59,990",Faster delivery by2 PM Tomorrow|Free₹70?,Available,"Bank Offer10% off on SBI Credit Card, up to ₹1250. On orders of ₹5000 and aboveT&C","The laptop is worth every penny you pay. OLED screen is the USP of this laptop. The screen looks beautiful and it's a feast to watch videos on this. I am astonished to hear the speakers on this. I did not expect them to this good. Dont forget to use inbuild DTS app to modify the speakers settings. Windows 11 boots up in around 5-8 secs. The only draw back in this laptop is the battery. It has 42whr batter and I am getting around 3-4 hrs with normal usage. If battery is not a big concern for y...
READ MORE","4.6★
25 Ratings &
4 Reviews",https://www.flipkart.com/asus-vivobook-k15-oled-ryzen-7-octa-core-5700u-16-gb-512-gb-ssd-windows-11-home-km513ua-l711ws-thin-light-laptop/p/itma23c9aeedc38e?pid=COMGB6DZZVHY7J6K&lid=LSTCOMGB6DZZVHY7J6KZEHUDW&marketplace=FLIPKART&q=Laptop&store=6bo%2Fb5g&srno=s_1_11&otracker=search&otracker1=search&fm=Search&iid=fd6d5ee2-e5d2-4a6b-afc5-e87446fc64da.COMGB6DZZVHY7J6K.SEARCH&ppt=sp&ppn=sp&ssid=181hr9bigw0000001651651055927&qH=146bdebb324a64d3
11,"ASUS VivoBook K15 OLED Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) KM513UA-L712WS Thin and Light Laptop  (15.6 Inch, Indie Black, 1.80 Kg, With MS Office)","Flipkart Internet Private Limited,","₹59,990",Faster delivery by2 PM Tomorrow|Free₹70?,Available,"Bank Offer10% off on SBI Credit Card, up to ₹1250. On orders of ₹5000 and aboveT&C","The laptop is worth every penny you pay. OLED screen is the USP of this laptop. The screen looks beautiful and it's a feast to watch videos on this. I am astonished to hear the speakers on this. I did not expect them to this good. Dont forget to use inbuild DTS app to modify the speakers settings. Windows 11 boots up in around 5-8 secs. The only draw back in this laptop is the battery. It has 42whr batter and I am getting around 3-4 hrs with normal usage. If battery is not a big concern for y...
READ MORE","4.6★
24 Ratings &
4 Reviews",https://www.flipkart.com/asus-vivobook-k15-oled-ryzen-7-octa-core-5700u-16-gb-512-gb-ssd-windows-11-home-km513ua-l712ws-thin-light-laptop/p/itmd737de314823c?pid=COMGB6DZQJHHSESY&lid=LSTCOMGB6DZQJHHSESYC1WZQS&marketplace=FLIPKART&q=Laptop&store=6bo%2Fb5g&srno=s_1_12&otracker=search&otracker1=search&fm=Search&iid=fd6d5ee2-e5d2-4a6b-afc5-e87446fc64da.COMGB6DZQJHHSESY.SEARCH&ppt=sp&ppn=sp&ssid=181hr9bigw0000001651651055927&qH=146bdebb324a64d3
12,"Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14ITL6 Thin and Light Laptop  (14 Inch, Arctic Grey, With MS Office)","Flipkart Internet Private Limited,","₹42,990",Faster delivery by2 PM Tomorrow|Free₹70?,Available,"Bank Offer10% off on SBI Credit Card, up to ₹1250. On orders of ₹5000 and aboveT&C",--,--,https://www.flipkart.com/lenovo-ideapad-3-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-14itl6-thin-light-laptop/p/itm74e97152c6d64?pid=COMGCFNZHZBNGR9E&lid=LSTCOMGCFNZHZBNGR9EW5D7VT&marketplace=FLIPKART&q=Laptop&store=6bo%2Fb5g&srno=s_1_13&otracker=search&otracker1=search&fm=Search&iid=fd6d5ee2-e5d2-4a6b-afc5-e87446fc64da.COMGCFNZHZBNGR9E.SEARCH&ppt=sp&ppn=sp&ssid=181hr9bigw0000001651651055927&qH=146bdebb324a64d3
13,"DELL Inspiron Pentium Silver - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3521 Notebook  (15.6 Inch, Carbon Black, 1.61 Kg, With MS Office)","Flipkart Internet Private Limited,","₹31,490",Faster delivery by2 PM Tomorrow|Free₹70?,Available,"Bank Offer10% off on SBI Credit Card, up to ₹1250. On orders of ₹5000 and aboveT&C",--,--,https://www.flipkart.com/dell-inspiron-pentium-silver-8-gb-256-gb-ssd-windows-11-home-3521-notebook/p/itm8a3845e0d7c3d?pid=COMGCYF92HFJXHTU&lid=LSTCOMGCYF92HFJXHTUAWJIWY&marketplace=FLIPKART&q=Laptop&store=6bo%2Fb5g&srno=s_1_14&otracker=search&otracker1=search&fm=Search&iid=fd6d5ee2-e5d2-4a6b-afc5-e87446fc64da.COMGCYF92HFJXHTU.SEARCH&ppt=sp&ppn=sp&ssid=181hr9bigw0000001651651055927&qH=146bdebb324a64d3
14,"ASUS VivoBook 14 (2021) Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 11 Home) M415DA-EB712WS Thin and Light Laptop  (14 inch, Transparent Silver, 1.60 kg, With MS Office)","Flipkart Internet Private Limited,","₹43,990",Faster delivery by2 PM Tomorrow|Free₹70?,Available,"Bank Offer10% off on SBI Credit Card, up to ₹1250. On orders of ₹5000 and aboveT&C",--,--,https://www.flipkart.com/asus-vivobook-14-2021-ryzen-5-quad-core-3500u-8-gb-512-gb-ssd-windows-11-home-m415da-eb712ws-thin-light-laptop/p/itm291ea229a80a6?pid=COMGCG2GZKRCJUBZ&lid=LSTCOMGCG2GZKRCJUBZ1XPKVP&marketplace=FLIPKART&q=Laptop&store=6bo%2Fb5g&srno=s_1_15&otracker=search&otracker1=search&fm=Search&iid=fd6d5ee2-e5d2-4a6b-afc5-e87446fc64da.COMGCG2GZKRCJUBZ.SEARCH&ppt=sp&ppn=sp&ssid=181hr9bigw0000001651651055927&qH=146bdebb324a64d3
15,"HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14s-dq2606tu Thin and Light Laptop  (14 Inch, Natural Silver, 1.46 Kg, With MS Office)","Flipkart Internet Private Limited,","₹43,499",Faster delivery by2 PM Tomorrow|Free₹70?,Available,"Bank Offer10% off on SBI Credit Card, up to ₹1250. On orders of ₹5000 and aboveT&C",Good 👍🏻,--,https://www.flipkart.com/hp-core-i3-11th-gen-8-gb-512-gb-ssd-windows-10-home-14s-dq2606tu-thin-light-laptop/p/itm0b19e546c47d9?pid=COMGCGSTN9R4WPQV&lid=LSTCOMGCGSTN9R4WPQV76TNJK&marketplace=FLIPKART&q=Laptop&store=6bo%2Fb5g&srno=s_1_16&otracker=search&otracker1=search&fm=Search&iid=fd6d5ee2-e5d2-4a6b-afc5-e87446fc64da.COMGCGSTN9R4WPQV.SEARCH&ppt=sp&ppn=sp&ssid=181hr9bigw0000001651651055927&qH=146bdebb324a64d3
16,"DELL Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/120 Hz) G15-5515 Gaming Laptop  (15.6 inch, Grey, 2.57 kg, With MS Office)","Flipkart Internet Private Limited,","₹67,990","Delivery in2 Days, Friday|Free₹40?",Available,"Bank Offer10% off on SBI Credit Card, up to ₹1250. On orders of ₹5000 and aboveT&C",Performance is good. Thermals are quiet good. Tgp is 95w,--,https://www.flipkart.com/dell-ryzen-5-hexa-core-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-120-hz-g15-5515-gaming-laptop/p/itmb14d1cbc2f2fe?pid=COMGCNDPPQPTKCMN&lid=LSTCOMGCNDPPQPTKCMNMBBMZW&marketplace=FLIPKART&q=Laptop&store=6bo%2Fb5g&srno=s_1_17&otracker=search&otracker1=search&fm=Search&iid=fd6d5ee2-e5d2-4a6b-afc5-e87446fc64da.COMGCNDPPQPTKCMN.SEARCH&ppt=sp&ppn=sp&ssid=181hr9bigw0000001651651055927&qH=146bdebb324a64d3
17,"ASUS Ryzen 7 Octa Core 5800HS - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics) GA401QH-HZ080TS Thin and Light Laptop  (14 inch, Moonlight White, 1.60 Kg, With MS Office)","Flipkart Internet Private Limited,","₹79,990",Faster delivery by2 PM Tomorrow|Free₹70?,Available,"Bank Offer10% off on SBI Credit Card, up to ₹1250. On orders of ₹5000 and aboveT&C","As a developer i loved this one.
Everything works smoothly(studio,postman,vscode,emulator,burp...).",--,https://www.flipkart.com/asus-ryzen-7-octa-core-5800hs-16-gb-512-gb-ssd-windows-10-home-4-graphics-ga401qh-hz080ts-thin-light-laptop/p/itm1aca09315ad33?pid=COMG9UMHQGTDTUQG&lid=LSTCOMG9UMHQGTDTUQGQYTXBC&marketplace=FLIPKART&q=Laptop&store=6bo%2Fb5g&srno=s_1_18&otracker=search&otracker1=search&fm=Search&iid=fd6d5ee2-e5d2-4a6b-afc5-e87446fc64da.COMG9UMHQGTDTUQG.SEARCH&ppt=sp&ppn=sp&ssid=181hr9bigw0000001651651055927&qH=146bdebb324a64d3
18,"ASUS VivoBook K15 OLED Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) KM513UA-L513WS Thin and Light Laptop  (15.6 Inch, Transparent Silver, 1.80 Kg, With MS Office)","Flipkart Internet Private Limited,","₹55,990",Faster delivery by2 PM Tomorrow|Free₹70?,Available,"Bank Offer10% off on SBI Credit Card, up to ₹1250. On orders of ₹5000 and aboveT&C","Display looks great, performance is fine, looks good, feels sturdy. Battery life is not so good. If you want a descent computer for office work or study and occasional movie watching or even some light games (not heavy games because no laptop in this range will let you play heavy games well) this is a complete package. Battery is not good. I knew it and I chose it so it is not a problem for me. But if your work involves much outdoor work this is not for you. Also this doesn't have a Kensingto...
READ MORE","4.7★
59 Ratings &
8 Reviews",https://www.flipkart.com/asus-vivobook-k15-oled-ryzen-5-hexa-core-5500u-16-gb-512-gb-ssd-windows-11-home-km513ua-l513ws-thin-light-laptop/p/itm17fc91defb5f1?pid=COMGB6DZ2CWGEPPU&lid=LSTCOMGB6DZ2CWGEPPUWBHR1I&marketplace=FLIPKART&q=Laptop&store=6bo%2Fb5g&srno=s_1_19&otracker=search&otracker1=search&fm=Search&iid=fd6d5ee2-e5d2-4a6b-afc5-e87446fc64da.COMGB6DZ2CWGEPPU.SEARCH&ppt=sp&ppn=sp&ssid=181hr9bigw0000001651651055927&qH=146bdebb324a64d3
19,"ASUS Ryzen 7 Octa Core 5800HS - (16 GB/512 GB SSD/Windows 10 Home/NVIDIA GeForce GTX 1650/144 HZ) GA401QH-HZ079TS Gaming Laptop  (14 inch, Eclipse Gray, 1.60 Kg, With MS Office)","Flipkart Internet Private Limited,","₹79,990",Faster delivery by2 PM Tomorrow|Free₹70?,Available,"Bank Offer10% off on SBI Credit Card, up to ₹1250. On orders of ₹5000 and aboveT&C","Pros:
1. Lightweight
2. Doesn't got hot while using regular windows app. Just stays between 45-50 degree Celsius
3. Good screen and decent nits for a FHD (looked better than Asus TUF FX505-GT)
4. Solid & Very good looking and smooth body
5. Excellent trackpad
6. Extra keys for volume up/down, mute and Armory Crate
7. Has fingerprint sensor with power button
8. Very powerful CPU
9. Good response when played with Fortnite. Temperature touched 80-90 degree C
10. Sound quality is good, th...
READ MORE",--,https://www.flipkart.com/asus-ryzen-7-octa-core-5800hs-16-gb-512-gb-ssd-windows-10-home-nvidia-geforce-gtx-1650-144-hz-ga401qh-hz079ts-gaming-laptop/p/itm62c7c22a78621?pid=COMG9UMHUQPG2T2G&lid=LSTCOMG9UMHUQPG2T2GOR4CUL&marketplace=FLIPKART&q=Laptop&store=6bo%2Fb5g&srno=s_1_20&otracker=search&otracker1=search&fm=Search&iid=fd6d5ee2-e5d2-4a6b-afc5-e87446fc64da.COMG9UMHUQPG2T2G.SEARCH&ppt=sp&ppn=sp&ssid=181hr9bigw0000001651651055927&qH=146bdebb324a64d3
20,"acer Aspire 3 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) A315-58 Thin and Light Laptop  (15.6 inch, Pure Silver, 1.7 kg)","Flipkart Internet Private Limited,","₹33,390",Faster delivery by2 PM Tomorrow|Free₹70?,Available,"Bank Offer10% off on SBI Credit Card, up to ₹1250. On orders of ₹5000 and aboveT&C",Very good product...very good speed coz of SSD and display quality also very good...,--,https://www.flipkart.com/acer-aspire-3-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-a315-58-thin-light-laptop/p/itmb6c1bec8f06ab?pid=COMGA35CFZDBQMPH&lid=LSTCOMGA35CFZDBQMPHLDG3HE&marketplace=FLIPKART&q=Laptop&store=6bo%2Fb5g&srno=s_1_21&otracker=search&otracker1=search&fm=Search&iid=fd6d5ee2-e5d2-4a6b-afc5-e87446fc64da.COMGA35CFZDBQMPH.SEARCH&ppt=sp&ppn=sp&ssid=181hr9bigw0000001651651055927&qH=146bdebb324a64d3
21,"acer Aspire 3 Ryzen 3 Dual Core R33250U - (4 GB/512 GB SSD/Windows 11 Home) A315-23 Notebook  (15.6 Inch, Pure Silver, 1.9 kg)","Flipkart Internet Private Limited,","₹32,990",Faster delivery by2 PM Tomorrow|Free₹70?,Available,"Bank Offer10% off on SBI Credit Card, up to ₹1250. On orders of ₹5000 and aboveT&C",--,--,https://www.flipkart.com/acer-aspire-3-ryzen-dual-core-r33250u-4-gb-512-gb-ssd-windows-11-home-a315-23-notebook/p/itm3dfe6441269c3?pid=COMGB64G2N5VR6BC&lid=LSTCOMGB64G2N5VR6BCS5GWHL&marketplace=FLIPKART&q=Laptop&store=6bo%2Fb5g&srno=s_1_22&otracker=search&otracker1=search&fm=Search&iid=fd6d5ee2-e5d2-4a6b-afc5-e87446fc64da.COMGB64G2N5VR6BC.SEARCH&ppt=sp&ppn=sp&ssid=181hr9bigw0000001651651055927&qH=146bdebb324a64d3
22,"ASUS VivoBook Ultra 14 (2022) Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X413EA-EB322WS Thin and Light Laptop  (14 inch, Bespoke Black, 1.40 kg, With MS Office)","Flipkart Internet Private Limited,","₹40,990",Faster delivery by2 PM Tomorrow|Free₹70?,Available,"Bank Offer10% off on SBI Credit Card, up to ₹1250. On orders of ₹5000 and aboveT&C","Flipkart just took 2 days to deliver the product.
I have used it now for just few hours, so here is the first impressions....
Battery is great as of now.
Display is great... vibrant and crisp.
i3 11 th gen handles everything too easily.
SSD is toooo fast...i have made a partition of 175gb for c drive.
Design is also great.
Comes with genuine windows 10 and ms office home & student 2019.
As of now.... everything is great. Now let's see what happens after some time, I'll edit the review after ...
READ MORE","4.4★
2,115 Ratings &
310 Reviews",https://www.flipkart.com/asus-vivobook-ultra-14-2022-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-x413ea-eb322ws-thin-light-laptop/p/itmc9127f86e293e?pid=COMG87FFGQYKE6AQ&lid=LSTCOMG87FFGQYKE6AQB1ORKW&marketplace=FLIPKART&q=Laptop&store=6bo%2Fb5g&srno=s_1_23&otracker=search&otracker1=search&fm=Search&iid=fd6d5ee2-e5d2-4a6b-afc5-e87446fc64da.COMG87FFGQYKE6AQ.SEARCH&ppt=sp&ppn=sp&ssid=181hr9bigw0000001651651055927&qH=146bdebb324a64d3
